HR,BP,BT,RR,BS,SPO2,EDA,BVP
100.07,73.69781447,35.61,16,134,95.08204868,0.095085,3.9
100.62,80.69929267,35.61,16,94,98.33507715,0.095085,3.65
100.93,92.10243501,35.61,12,130,98.56409112,0.095085,10.42
101.17,77.30983454,35.61,14,75,98.54707812,0.095085,15.86
101.37,74.09182901,35.61,13,80,95.79555247,0.098929,20.02
101.52,86.55040614,35.61,16,138,99.18426287,0.095085,23.4
101.68,86.35661597,35.61,19,91,95.95441717,0.095085,26.5
101.87,74.51250867,35.61,17,120,98.96431064,0.096367,29.5
101.77,60.1453898,35.61,19,100,95.06872169,0.095085,32.22
101.62,73.89977023,35.61,13,131,97.71783879,0.095085,34.24
101.47,86.77359522,35.61,12,111,98.02233732,0.095085,35.19
101.33,72.24965811,35.61,14,105,98.88337466,0.095085,34.92
101.17,79.89062163,35.61,16,119,96.41549962,0.095085,33.55
101.05,73.42515062,35.61,14,98,97.63768366,0.095085,31.44
100.95,60.67832837,35.61,13,116,99.12883612,0.093804,28.99
100.73,73.24518823,35.61,16,132,97.52315823,0.096367,26.62
100.57,86.73132021,35.61,19,94,99.27098798,0.095085,24.67
100.37,60,35.61,17,122,95.31920281,0.095085,23.32
100.17,82.5216735,35.61,19,89,98.20903432,0.095085,22.59
99.95,68.13930769,35.61,15,115,97.22471477,0.093804,22.32
99.75,86.08442069,35.61,16,70,98.94396955,0.095085,22.23
99.63,87.14318936,35.61,12,94,96.65063712,0.095085,21.98
99.52,78.28052065,35.61,17,88,95.92392987,0.095085,21.31
99.37,78.30331841,35.61,13,92,99.07770894,0.096367,20.06
99.35,71.93637303,35.61,12,125,98.67370014,0.095085,18.19
99.23,66.544166,35.61,14,113,97.83551197,0.095085,15.75
98.95,96.98092906,35.61,19,113,98.38870889,0.095085,12.8
98.65,71.34928573,35.61,16,116,98.53876888,0.096367,9.44
98.37,95.67796131,35.61,13,122,96.83657446,0.095085,5.86
98.03,71.4049996,35.61,15,92,99.5406866,0.096367,2.35
97.68,85.2519039,35.61,19,118,99.5577639,0.093804,0.77
97.23,68.6219284,35.61,16,126,96.42240112,0.093804,3.29
96.73,85.23395017,35.61,17,96,98.13153484,0.095085,5.23
96.23,76.74412643,35.61,16,97,98.03392098,0.095085,6.91
95.73,76.87483839,35.61,18,104,97.85988041,0.095085,8.84
95.18,86.1002317,35.61,17,113,96.91103969,0.092523,11.45
94.58,75.30858635,35.61,16,73,96.03670261,0.096367,14.92
93.93,65.71851505,35.63,14,97,99.82910698,0.096367,19.07
93.27,87.61305563,35.63,19,123,95.22338976,0.093804,23.42
92.58,68.5409941,35.63,14,126,95.3507384,0.093804,27.32
91.88,85.16517284,35.63,17,79,99.62377545,0.093804,30.11
91.38,89.72996545,35.61,15,87,99.61689791,0.093804,31.21
90.83,76.24506114,35.61,19,86,97.81786892,0.093804,30.15
90.37,91.82352844,35.61,12,90,98.62391496,0.093804,26.72
89.87,84.81783708,35.61,13,90,96.0927515,0.093804,21.07
89.37,73.0413858,35.63,13,90,98.33564108,0.093804,13.74
89,94.01429002,35.63,17,79,95.33843831,0.093804,5.63
88.63,68.58328178,35.63,12,88,96.85111437,0.093804,2.3
88.3,76.2329957,35.63,13,133,95.54566217,0.093804,9.26
88.18,77.93685196,35.63,18,86,97.53048164,0.093804,14.91
87.95,86.05223701,35.63,12,82,97.09154343,0.093804,19.28
87.65,91.15433297,35.63,12,73,97.67192792,0.095085,22.62
87.3,90.52791557,35.63,15,119,99.11936676,0.093804,25.14
86.93,82.2374832,35.59,16,109,96.03356414,0.093804,26.83
86.57,77.19730896,35.59,17,108,95.80824808,0.093804,27.57
86.2,61.74015758,35.59,19,119,98.79192093,0.095085,27.29
85.83,66.85854146,35.59,12,80,97.74697566,0.093804,26.14
85.42,97.66655489,35.63,13,71,95.27005294,0.093804,24.47
85.1,61.63928012,35.63,19,97,97.4105646,0.093804,22.74
84.78,72.15509357,35.63,16,114,95.58720425,0.095085,21.35
84.5,91.44606282,35.63,14,134,95.23966086,0.093804,20.52
84.17,82.09713299,35.61,14,104,99.45039877,0.092523,20.26
83.83,89.28045071,35.61,14,124,95.51981474,0.093804,20.41
83.5,85.42828351,35.61,19,98,99.88990638,0.092523,20.72
83.15,94.69582537,35.61,19,122,99.71796615,0.092523,20.88
82.78,82.95427287,35.61,14,75,97.67891897,0.091241,20.56
82.4,86.63447729,35.61,14,112,98.4793584,0.092523,19.57
82.05,72.75753468,35.61,19,109,99.53571024,0.092523,17.95
81.72,85.86332976,35.61,12,107,98.27968815,0.091241,15.96
81.45,76.03873902,35.61,13,113,98.4252789,0.095085,14.03
81.15,75.46894132,35.61,15,99,96.59724331,0.091241,12.53
80.82,88.94723515,35.61,14,77,96.75629659,0.092523,11.56
80.57,89.01623376,35.61,19,87,95.89968602,0.092523,10.87
80.32,96.88442156,35.61,19,95,98.80054231,0.092523,10.02
80.07,96.23263185,35.61,13,113,95.15442738,0.091241,8.63
79.88,89.17315161,35.61,15,114,98.5033807,0.092523,6.63
79.67,62.7955439,35.61,16,100,99.17463527,0.092523,4.33
79.47,98.27680983,35.61,16,113,97.59517257,0.091241,2.22
79.4,89.17967671,35.61,18,127,97.64831052,0.092523,0.75
79.35,72.3413991,35.61,18,131,96.09109615,0.091241,0.1
79.25,87.28909156,35.61,16,105,95.04370733,0.092523,0.13
79.22,69.62734259,35.65,16,116,98.00570105,0.091241,0.56
79.2,86.1863012,35.65,12,115,96.16790492,0.093804,1.06
79.18,66.83729959,35.65,18,108,96.07999944,0.092523,1.43
79.43,71.91781591,35.65,17,114,97.87443861,0.091241,1.49
79.73,87.09929129,35.61,13,73,98.51865588,0.093804,1.16
80.23,90.72886743,35.61,13,124,97.74713477,0.093804,0.4
80.77,83.25436859,35.61,17,125,99.40071559,0.091241,0.59
81.32,77.13831363,35.61,17,117,97.53860273,0.093804,1.32
81.88,60,35.61,16,99,99.34458481,0.091241,0.99
82.43,77.909789,35.61,12,84,99.07349405,0.092523,1.29
83.07,85.33485077,35.61,17,83,96.78656444,0.093804,6.2
83.73,76.83234894,35.61,17,104,97.93104447,0.092523,13.87
84.37,79.77422059,35.61,15,96,97.66735587,0.092523,23.7
84.97,78.14382532,35.61,16,88,99.44065655,0.091241,34.57
85.58,76.78293782,35.61,18,74,98.67501916,0.092523,45.19
86.22,80.7587739,35.61,13,138,98.35843495,0.091241,54.71
86.83,77.27305418,35.63,14,125,96.99891426,0.091241,62.97
87.45,94.43289554,35.63,14,93,97.92157302,0.08996,70.53
88.05,60,35.63,12,110,99.10440471,0.08996,78.2
88.67,74.54157414,35.63,13,76,98.88289516,0.091241,86.47
89.1,71.29743776,35.63,17,80,96.47645789,0.08996,95.02
89.62,82.191106,35.63,15,74,97.15940061,0.092523,102.71
90,80.77144786,35.63,18,80,97.26122409,0.08996,107.93
90.37,96.22193102,35.63,16,107,97.88549417,0.08996,109.27
90.75,99.51142048,35.61,15,97,97.68649784,0.092523,106.08
91.17,72.26916544,35.61,19,126,99.33590714,0.100211,98.66
91.53,80.00500065,35.61,19,124,99.25489596,0.107899,88.11
91.87,81.96304417,35.61,16,115,98.12689157,0.107899,75.77
92.28,72.02186252,35.61,17,96,95.24492688,0.106617,62.89
92.7,86.28382036,35.61,14,79,96.83434682,0.104055,50.33
93.12,77.60492631,35.61,14,80,99.17355166,0.105336,38.68
93.45,69.32365149,35.61,17,133,96.39370945,0.101492,28.4
93.85,77.20431696,35.63,18,87,98.94835424,0.101492,19.93
94.28,70.02325427,35.63,12,127,99.40515465,0.098929,13.68
94.75,90.36646829,35.63,13,133,99.95711905,0.10918,9.85
95.28,99.01559255,35.63,14,108,97.80302145,0.101492,8.29
95.75,82.44819374,35.63,12,95,99.55097285,0.098929,8.43
96.18,81.11276768,35.63,15,113,97.15253114,0.100211,9.38
96.65,81.52434767,35.63,16,125,95.8643468,0.100211,10.21
97.3,91.82234029,35.63,13,96,97.56675914,0.100211,10.18
97.93,91.60699004,35.63,19,99,95.93301967,0.101492,8.98
98.53,78.84346431,35.63,16,75,99.7925687,0.097648,6.72
99.13,82.52589927,35.63,12,82,96.69323315,0.098929,3.76
99.72,86.52646407,35.63,19,129,97.26721407,0.101492,0.59
100.33,68.62312543,35.63,12,76,96.06457486,0.098929,2.45
100.9,92.12608237,35.63,13,124,95.22150838,0.101492,5.15
101.42,97.34831891,35.63,14,124,97.69895586,0.098929,7.47
101.93,91.65032105,35.63,13,118,99.34337138,0.097648,9.42
102.37,67.54406088,35.61,15,101,98.87279268,0.100211,11.12
102.82,60.29999545,35.61,19,116,99.14296736,0.098929,12.8
103.27,87.08718674,35.61,17,110,99.18587682,0.100211,14.79
103.68,72.39810551,35.61,12,123,99.98986492,0.098929,17.51
104.08,82.87133354,35.61,14,75,97.88662053,0.100211,21.31
104.48,95.3514872,35.61,14,108,96.23535558,0.098929,26.32
104.87,73.43044824,35.61,14,107,96.24181586,0.101492,32.34
105.28,76.22445344,35.61,13,71,99.30482132,0.101492,38.82
105.73,82.76722973,35.65,19,93,97.72887658,0.100211,44.94
106.07,67.0249036,35.65,15,139,96.57310798,0.098929,49.79
106.4,72.42143804,35.65,14,105,95.01554674,0.096367,52.5
106.85,80.24857504,35.65,17,127,97.15954691,0.084835,52.42
107.28,76.99545131,35.63,13,101,98.11027083,0.084835,49.28
107.75,86.08407754,35.63,13,85,98.1369147,0.088679,43.29
108.3,107.6597961,35.63,15,112,96.67086502,0.088679,35.14
108.57,80.99138339,35.63,18,94,98.00291153,0.083553,25.88
108.82,71.58288054,35.66,14,132,97.22332703,0.082272,16.76
109.03,94.18240355,35.66,16,136,97.38896545,0.080991,8.96
109.3,64.11181525,35.66,17,139,96.56415609,0.079709,3.42
109.42,66.11091829,35.66,16,115,97.04347237,0.078428,0.73
109.5,74.04896561,35.65,19,79,96.37075123,0.079709,1.06
109.55,77.17113279,35.65,15,72,99.13591491,0.078428,4.14
109.62,73.80927263,35.65,13,88,96.89386915,0.077147,9.34
109.68,79.68487676,35.65,17,134,98.02436127,0.078428,15.77
109.7,82.74741903,35.63,17,106,95.38526422,0.077147,22.47
109.82,90.68959535,35.63,16,134,98.26523517,0.077147,28.59
109.53,80.91188274,35.63,12,128,97.21279328,0.077147,33.56
109.25,74.38053752,35.63,12,106,98.69761559,0.075865,37.18
109.02,90.14645386,35.63,17,134,95.28733708,0.079709,39.51
108.77,71.82284524,35.63,12,133,96.81270647,0.077147,40.76
108.5,63.67397254,35.63,14,71,99.88812187,0.079709,41.1
108.23,92.05956018,35.63,15,112,95.97951256,0.079709,40.6
107.93,91.41853245,35.65,18,119,96.97444243,0.078428,39.25
107.63,72.07701608,35.65,16,97,99.25331712,0.075865,37.13
107.32,76.00901146,35.65,15,131,99.10996367,0.075865,34.43
107.02,70.83072455,35.65,19,107,96.85152146,0.075865,31.61
106.7,83.26624218,35.65,19,89,96.57028652,0.075865,29.19
106.38,97.32049291,35.65,16,133,96.82426184,0.077147,27.66
106.12,87.02881799,35.65,16,89,96.27212585,0.075865,27.24
105.83,90.35724643,35.65,14,71,95.1340242,0.078428,27.8
105.52,88.19728332,35.63,14,85,97.28507881,0.077147,28.92
105.12,79.99880851,35.63,16,85,96.5523196,0.077147,30.06
104.75,90.83340438,35.63,18,97,98.92459887,0.075865,30.76
104.5,87.45030563,35.63,19,97,98.27415711,0.074584,30.8
104.15,94.39445715,35.66,15,129,95.60520184,0.074584,30.2
103.73,75.40451059,35.66,18,108,98.45011975,0.074584,29.2
103.3,62.6188836,35.66,16,105,95.73338212,0.077147,28.12
102.83,90.45251015,35.66,14,109,97.35407923,0.074584,27.34
102.42,83.49769521,35.66,18,133,96.56940993,0.074584,27.19
102.05,77.039539,35.66,12,111,95.82425997,0.077147,27.88
101.7,77.59847188,35.66,16,71,95.68534251,0.075865,29.37
101.18,105.5468633,35.66,12,133,96.92689142,0.075865,31.32
100.72,73.57805347,35.65,15,104,99.11985538,0.083553,33.11
100.28,71.46696693,35.65,19,135,95.54201262,0.093804,34.05
99.85,80.85284233,35.65,17,111,98.83916351,0.092523,33.54
99.43,91.80490878,35.65,13,115,96.33908257,0.087397,31.31
99.03,102.7840199,35.66,15,79,97.49378021,0.086116,27.48
98.68,86.57364963,35.66,17,98,97.61386198,0.080991,22.37
98.35,67.29591256,35.66,17,72,99.76640895,0.083553,16.42
98.02,99.70864271,35.66,18,104,99.67556631,0.095085,10.03
97.75,79.80531301,35.65,19,112,98.2811023,0.102773,3.52
97.48,71.62290568,35.65,15,93,99.55074159,0.100211,2.73
97.22,69.20607543,35.65,16,129,95.02061711,0.100211,8.31
96.85,88.36328719,35.65,19,90,98.00148097,0.101492,12.79
96.5,82.38829386,35.66,12,130,97.76331662,0.101492,15.88
96.15,83.45075377,35.66,13,94,97.68083977,0.098929,17.59
95.82,92.86503119,35.66,17,123,96.12561713,0.097648,18.25
95.45,71.97845408,35.66,13,123,99.43343963,0.100211,18.39
95.03,93.66154628,35.71,17,98,99.17180733,0.097648,18.48
94.62,74.80842677,35.71,19,81,97.68765633,0.098929,18.71
94.22,101.6400737,35.71,18,111,98.34720594,0.100211,18.98
93.73,85.98739016,35.71,14,82,99.00958318,0.100211,19
93.2,70.7976147,35.66,15,132,99.72799909,0.101492,18.53
92.57,60,35.66,17,127,95.36582602,0.100211,17.57
91.93,88.08924722,35.66,13,119,98.99292161,0.101492,16.35
91.28,76.25819724,35.66,13,137,96.15324181,0.101492,15.06
90.67,78.44434305,35.71,18,122,96.35582055,0.102773,13.78
89.97,87.66196009,35.71,18,99,99.72219929,0.101492,12.39
89.15,90.10413826,35.71,18,126,96.45298018,0.102773,10.77
88.47,92.23710341,35.71,15,89,97.27853889,0.101492,9.05
87.83,68.25158692,35.68,17,108,99.2447478,0.101492,7.64
87.2,94.2589475,35.68,16,73,99.88226261,0.101492,7.1
86.4,74.20954664,35.68,13,85,95.55791058,0.102773,7.69
85.6,60,35.68,19,132,98.08283439,0.101492,9.13
84.85,68.21559653,35.71,15,74,99.80014888,0.100211,10.64
84.03,82.18025092,35.71,15,111,95.83754847,0.102773,11.32
83.63,70.21185754,35.71,13,114,99.23970502,0.101492,10.7
83.22,79.11955531,35.71,19,135,99.10229273,0.101492,8.97
82.88,83.38252488,35.71,18,126,97.62989445,0.101492,6.95
82.6,78.18614597,35.71,14,95,97.55706776,0.101492,5.5
82.33,75.05645662,35.71,13,120,96.65605804,0.100211,5.02
82,67.49303937,35.71,16,86,98.91441758,0.102773,5.18
81.7,80.21943808,35.73,17,107,98.99258093,0.101492,5.16
81.37,60,35.73,15,129,95.68499807,0.102773,4.14
81.05,73.14001958,35.73,15,91,97.61749623,0.104055,1.7
80.73,70.72215891,35.73,14,111,96.50865563,0.100211,2.02
80.42,77.60623148,35.73,19,124,98.7395728,0.102773,6.51
80.03,77.86670201,35.73,17,123,99.31334057,0.104055,11.24
79.68,89.59956674,35.73,14,106,99.59502396,0.102773,15.75
79.32,95.83477277,35.73,12,94,97.87567375,0.101492,19.71
78.95,68.8222116,35.73,14,81,99.28716909,0.101492,22.77
78.67,99.92832625,35.73,17,102,96.18890718,0.101492,24.56
78.37,72.207044,35.73,14,81,99.34674125,0.101492,24.75
78.05,81.72526783,35.73,12,94,96.50739724,0.104055,23.28
77.85,85.10862989,35.73,13,81,98.42693635,0.104055,20.47
77.67,104.4458275,35.73,14,111,96.11663985,0.105336,16.95
77.42,74.57717662,35.73,17,93,96.62398355,0.104055,13.47
77.17,62.03261987,35.73,12,111,98.55878536,0.104055,10.62
76.92,94.9037947,35.71,14,127,99.26835299,0.104055,8.71
76.63,71.66626441,35.71,13,110,99.59623323,0.104055,7.83
76.28,76.38411419,35.71,18,102,95.05326245,0.102773,7.88
75.9,68.82250346,35.71,14,106,96.46256998,0.104055,8.69
75.52,76.41296227,35.71,12,104,95.50612508,0.104055,9.95
75.13,71.59608464,35.71,12,99,95.82888355,0.101492,11.32
74.75,86.76441816,35.71,18,130,98.84608422,0.102773,12.4
74.57,80.8079163,35.71,12,124,95.77482448,0.102773,12.9
74.4,73.18944839,35.73,18,135,98.02801675,0.105336,12.66
74.23,89.95871977,35.73,15,78,95.48880473,0.102773,11.71
74.02,82.54996751,35.73,15,105,99.44225868,0.105336,10.25
73.8,61.5395175,35.73,15,79,95.61015298,0.105336,8.54
73.62,89.19703314,35.73,15,75,96.29064565,0.105336,6.94
73.47,81.84867884,35.73,17,111,99.55193088,0.104055,5.81
73.33,93.90732488,35.73,19,120,99.33650017,0.104055,5.53
73.28,81.23917426,35.73,15,134,97.86725788,0.104055,6.45
73.22,72.08290649,35.73,18,113,96.50636948,0.102773,8.78
73.12,77.95704667,35.73,14,120,95.89592082,0.101492,12.56
73.02,88.03919331,35.73,12,136,95.03940678,0.104055,17.57
72.88,72.2926294,35.73,14,104,96.25676645,0.105336,23.45
72.97,75.59703213,35.71,17,112,99.23851158,0.104055,29.7
73.07,77.7831142,35.71,12,118,95.13692356,0.102773,35.86
73.15,68.5062839,35.71,19,93,95.39148239,0.105336,41.53
73.27,72.43676575,35.71,18,101,95.26974607,0.102773,46.47
73.52,81.72550192,35.71,12,138,99.4113524,0.102773,50.5
73.83,92.02477748,35.71,17,137,95.31389304,0.104055,53.53
74.12,83.17146985,35.71,14,76,98.53394234,0.104055,55.58
74.42,79.54138741,35.71,13,127,96.69863857,0.104055,56.79
74.68,71.68729226,35.73,17,84,95.98303177,0.104055,57.42
75,90.95160412,35.73,19,128,99.96213195,0.104055,57.78
75.38,84.335055,35.73,13,110,99.29758915,0.105336,58.14
75.77,72.93270236,35.73,13,130,99.58814113,0.105336,58.52
76.08,88.98648459,35.73,18,83,98.46194291,0.104055,58.57
76.45,85.59577062,35.73,19,114,98.03258186,0.104055,57.63
76.97,71.86469651,35.73,12,124,97.26635354,0.104055,54.96
77.48,78.98621744,35.73,14,133,96.20014661,0.102773,50.02
78.03,75.07227272,35.71,18,136,99.52444592,0.102773,42.79
78.6,106.3353794,35.71,19,73,95.29753974,0.102773,33.76
79.18,85.31744883,35.71,14,109,97.15813936,0.101492,23.76
79.75,81.86762055,35.71,17,102,99.05381497,0.101492,13.68
80.23,84.72663056,35.73,18,135,99.19354325,0.101492,4.14
80.72,93.79162588,35.73,12,87,98.52180654,0.102773,4.52
81.22,79.16619856,35.73,14,124,95.75431657,0.101492,12.23
81.8,74.10090702,35.73,18,90,98.06060716,0.104055,18.99
82.35,88.44283228,35.71,13,132,96.87500341,0.104055,24.74
82.9,78.25055434,35.71,17,102,98.07753696,0.102773,29.36
83.43,69.30104671,35.71,15,108,95.0657651,0.104055,32.72
83.92,67.35313568,35.71,16,109,95.33223905,0.102773,34.79
84.43,95.29296551,35.73,13,110,97.48555632,0.101492,35.73
84.97,81.31644567,35.73,16,81,95.30621392,0.104055,35.82
85.45,74.10432616,35.73,12,99,95.64724999,0.102773,35.41
85.95,77.65665089,35.73,18,99,98.92517244,0.102773,34.82
86.48,88.07444718,35.68,15,85,99.59241466,0.104055,34.21
87.03,77.06594484,35.68,17,105,96.96468239,0.104055,33.63
87.58,65.50580271,35.68,15,89,98.80028658,0.104055,33
88.13,83.25840852,35.68,12,111,98.30125674,0.104055,32.25
88.58,92.08347818,35.71,17,116,95.83997667,0.104055,31.39
89.03,91.41464318,35.71,16,123,95.71837072,0.104055,30.51
89.52,74.40670062,35.71,16,135,97.457638,0.104055,29.74
90,92.69172656,35.71,14,79,97.102321,0.104055,29.12
90.43,82.12949974,35.68,12,120,95.43894707,0.104055,28.6
90.87,92.41147344,35.68,14,87,95.94552352,0.106617,28.06
91.32,85.7368703,35.68,12,125,98.7490083,0.104055,27.39
91.8,64.78403157,35.68,12,130,95.17511789,0.106617,26.55
92.3,97.46738938,35.73,16,81,96.76759266,0.105336,25.56
92.73,80.51783851,35.73,12,91,97.69609828,0.104055,24.47
93.17,85.76793824,35.73,17,124,96.61364615,0.105336,23.3
93.4,66.55955372,35.73,16,115,96.77335238,0.105336,22.02
93.6,85.053265,35.68,16,139,98.43299328,0.106617,20.54
93.78,91.02927733,35.68,19,133,98.99552002,0.106617,18.83
93.95,99.35320337,35.68,17,123,96.38520387,0.107899,16.83
94.08,94.00399795,35.68,12,129,96.37104868,0.107899,14.49
94.17,85.54224704,35.68,16,97,96.40589617,0.110461,11.7
94.23,64.55622647,35.68,19,118,96.37094795,0.110461,8.36
94.3,81.3227279,35.68,15,73,96.40737165,0.111743,4.43
94.37,74.07490435,35.68,13,82,95.83614676,0.111743,0.07
94.35,82.34977875,35.71,18,86,98.42900052,0.115587,4.34
94.37,67.83674167,35.71,18,73,98.97705983,0.114305,8.23
94.43,77.89833092,35.71,13,116,99.97283358,0.115587,11.03
94.55,74.82816916,35.71,19,124,99.37227656,0.116868,12.29
94.5,74.51833644,35.71,19,105,99.40544574,0.116868,11.83
94.45,74.61763814,35.71,18,119,99.11176505,0.120712,9.7
94.4,78.64145284,35.71,15,76,96.84124881,0.120712,6.21
94.37,82.86194759,35.71,18,77,99.67082421,0.121993,1.75
94.3,60,35.71,13,74,98.7457799,0.123275,3.24
94.27,60,35.71,16,70,96.78862366,0.125837,8.29
94.22,76.6130866,35.71,19,71,98.63280642,0.124556,13
94.18,78.02230955,35.71,19,104,96.41655795,0.124556,17.04
94.13,81.89111217,35.68,19,86,96.98502705,0.124556,20.21
94.25,72.72327645,35.68,16,114,98.42804015,0.127119,22.38
94.35,80.09465194,35.68,18,93,97.21267396,0.125837,23.55
94.47,81.26523205,35.68,15,138,96.75169177,0.124556,23.76
94.6,72.65441903,35.68,17,119,98.82550231,0.125837,23.07
94.68,90.13455822,35.68,13,98,95.98496924,0.127119,21.59
94.75,81.76986311,35.68,12,113,99.50647783,0.127119,19.52
94.77,85.46961095,35.68,19,106,98.17308628,0.127119,17.13
94.7,80.68845731,35.68,19,78,95.50709012,0.127119,14.74
94.5,101.036731,35.68,12,135,98.26374601,0.125837,12.66
94.3,85.96397069,35.68,16,84,95.18450112,0.1284,11.09
94.13,75.12006684,35.68,18,113,99.93607379,0.1284,10.09
93.95,88.20966884,35.68,16,99,98.27375887,0.129681,9.6
93.75,63.62395083,35.68,12,114,97.76368923,0.1284,9.53
93.58,81.19600263,35.68,15,125,96.49000349,0.127119,9.73
93.42,83.1916029,35.68,18,81,97.75072866,0.127119,10.05
93.3,81.31020762,35.68,15,121,98.12402113,0.1284,10.33
93.18,76.66221129,35.68,14,100,98.70227916,0.1284,10.38
93.08,69.87726643,35.68,15,116,96.32828527,0.129681,10.07
93.03,72.10652988,35.68,17,76,95.13983862,0.130963,9.4
93,81.02074916,35.66,12,91,97.87675326,0.1284,8.52
93.03,68.86480768,35.66,14,132,95.2451186,0.129681,7.69
93.07,97.70167616,35.66,18,79,95.20692839,0.1284,7.1
93.1,60,35.66,13,76,98.99623324,0.127119,6.78
93.15,76.76562132,35.66,18,99,95.41762573,0.1284,6.49
93.22,81.10389639,35.66,16,116,96.36381089,0.1284,5.86
93.35,85.07420928,35.66,18,70,95.76195719,0.127119,4.54
93.47,70.84075273,35.66,13,73,96.79827937,0.125837,2.35
93.58,91.34294794,35.68,16,89,96.31944045,0.127119,0.65
93.75,66.06168956,35.68,13,95,97.56943304,0.127119,4.16
93.95,74.33871411,35.68,13,114,99.93505307,0.1284,7.79
94.23,86.20747555,35.68,15,136,99.53102777,0.127119,11.16
94.27,90.40188565,35.66,17,106,99.53510287,0.125837,13.84
94,65.95998704,35.66,12,70,96.85889232,0.124556,15.46
93.53,106.4503679,35.66,16,123,99.24428805,0.124556,15.61
93.28,71.02508437,35.66,13,74,95.63845449,0.125837,14.01
92.98,66.87817522,35.66,18,124,98.23648104,0.125837,10.6
92.75,85.02714892,35.66,13,103,95.51114615,0.124556,5.64
92.52,76.51706546,35.66,14,107,95.76816151,0.125837,0.28
92.27,75.03947687,35.66,18,86,97.51411827,0.125837,6.43
92.02,85.95644058,35.66,13,80,98.85620411,0.125837,12.07
91.8,64.7270431,35.66,14,89,97.71217191,0.125837,16.66
91.58,62.978656,35.66,16,115,96.55548233,0.124556,19.96
91.43,74.02576635,35.66,13,139,97.36665597,0.125837,21.97
91.32,90.77901739,35.65,19,126,99.41893616,0.124556,22.86
91.18,74.45944707,35.65,17,114,97.41927973,0.125837,22.79
91.07,95.99156685,35.65,18,89,95.91466317,0.125837,21.89
91.23,92.01014761,35.65,19,75,98.72731383,0.124556,20.26
91.48,82.82946185,35.66,17,132,95.86081488,0.125837,18.01
91.73,83.39723859,35.66,14,138,96.69524615,0.124556,15.33
91.95,82.82002625,35.66,12,139,97.34858905,0.124556,12.52
92.15,81.59717729,35.66,15,112,99.3822236,0.124556,9.88
92.33,76.33758303,35.65,16,138,96.72764951,0.125837,7.69
92.52,77.49812167,35.65,16,126,99.8209494,0.125837,6.11
92.72,69.30039843,35.65,18,126,98.75241831,0.125837,5.17
92.88,60,35.65,12,70,95.13318914,0.124556,4.78
92.97,91.04070609,35.66,13,77,95.06967361,0.125837,4.84
93.02,81.57258437,35.66,18,106,95.34723312,0.124556,5.22
93.07,80.06211356,35.66,15,106,98.36641207,0.124556,5.74
93.07,83.98449123,35.66,17,91,95.37310831,0.124556,6.15
92.95,71.71602545,35.66,13,116,96.63924494,0.124556,6.16
92.57,69.98937787,35.66,13,83,97.47739037,0.123275,5.51
92.22,77.16315306,35.66,15,96,98.35433806,0.121993,4.05
91.82,93.68098482,35.66,17,132,99.36831724,0.123275,1.85
91.45,68.31258972,35.66,19,139,98.79061158,0.121993,0.83
91.17,60,35.66,18,132,96.08288159,0.123275,3.67
90.88,74.78598908,35.66,18,136,96.46840517,0.123275,6.4
90.68,91.42699916,35.66,19,113,96.03279266,0.123275,8.87
90.53,62.67455976,35.65,12,113,99.73005383,0.124556,11.12
90.48,68.19716396,35.65,14,125,97.61371877,0.121993,13.26
90.45,82.63546741,35.65,17,80,95.29917515,0.121993,15.47
90.42,105.6990704,35.65,19,133,95.34816458,0.123275,17.79
90.4,66.41788331,35.65,15,93,99.7405538,0.123275,20.14
90.33,66.03065909,35.65,13,96,98.90898891,0.121993,22.24
90.23,83.38698369,35.65,15,109,99.24392084,0.124556,23.65
90.12,92.0467444,35.65,19,102,96.97070684,0.121993,23.88
89.97,73.75901288,35.65,19,86,98.51356962,0.121993,22.55
89.85,63.78605844,35.65,19,133,99.46465601,0.121993,19.56
89.62,84.33749221,35.65,14,101,95.8123466,0.123275,15.11
89.38,86.14841397,35.65,16,98,99.5252552,0.121993,9.7
89.12,97.78655127,35.68,15,95,97.14615369,0.121993,3.94
88.83,86.56947112,35.68,15,70,99.11551358,0.123275,1.62
88.52,88.28066076,35.68,12,113,97.984642,0.121993,6.59
88.2,77.37854856,35.68,19,125,96.56293566,0.123275,10.72
87.82,104.4150434,35.65,15,129,97.44998567,0.120712,13.81
87.43,76.01857989,35.65,17,75,97.94194814,0.124556,15.7
87.03,73.88077879,35.65,15,130,99.25127915,0.121993,16.24
86.67,98.09514919,35.65,12,82,95.16357927,0.124556,15.45
86.33,65.25762721,35.65,15,108,98.07221092,0.121993,13.6
86,61.52591615,35.65,15,134,98.30589717,0.118149,11.27
85.68,81.19556925,35.65,18,112,95.35279552,0.121993,9.16
85.25,79.98263477,35.65,13,120,98.37006011,0.121993,7.94
85.13,77.72112018,35.63,16,138,97.74713594,0.119431,7.98
85.28,89.93929757,35.63,17,85,97.70879423,0.121993,9.25
85.65,70.91793818,35.63,16,71,98.66479838,0.121993,11.33
85.78,80.64167126,35.63,13,135,97.5087837,0.123275,13.58
85.92,76.39894047,35.65,17,129,99.06362038,0.123275,15.33
86.05,71.087815,35.65,16,102,98.41280401,0.123275,16.07
86.17,79.38159916,35.65,18,84,95.18621662,0.123275,15.48
86.32,88.52595803,35.65,19,85,98.91826633,0.124556,13.47
